dataset,tag,index,group,mol_id,smiles,count,present
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"2,4(1H,3H)-Pyrimidinedione, 5-fluoro-1-(tetrahydro-2-furanyl)-",O=c1[nH]c(=O)n(C2CCCO2)cc1F,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"5-Pyrimidinemethanol, alpha-(2-chlorophenyl)-alpha-(4-chlorophenyl)-",OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Propanoic acid, butyl ester",CCCCOC(=O)CC,1.0,True
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Guanidine, N-methyl-N'-nitro-N-nitroso-",CN(N=O)C(=N)N[N+](=O)[O-],0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Benzene, ethenylmethyl-",C=Cc1cccc(C)c1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,2-Imidazolidinethione,S=C1NCCN1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Benzamide, 5-(aminosulfonyl)-N-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxy-",CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,Butanedioic acid,O=C(O)CCC(=O)O,1.0,True
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Phenol, 4-nitro-",O=[N+]([O-])c1ccc(O)cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Ethanamine, 2-chloro-N-(2-chloroethyl)-N-methyl-",CN(CCCl)CCCl,1.0,True
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,Cyclopentene,C1=CCCC1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Sorbitan, esters, monooctadecanoate",CCCCCCCCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Propane, 1-nitro-",CCC[N+](=O)[O-],0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"2H-Imidazole-2-thione, 1,3-dihydro-1-methyl-",Cn1cc[nH]c1=S,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Acetamide, 2,2-dichloro-N-(2-hydroxy-1-(hydroxymethyl)-2-(4-nitrophenyl)ethyl)-, (theta-(theta,theta))-",O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Benzene, 1,2-(methylenedioxy)-4-(2-(octylsulfinyl)propyl)-",CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Ethane, 2-chloro-1-(difluoromethoxy)-1,1,2-trifluoro-",FC(F)OC(F)(F)C(F)Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"3(2H)-Benzothiazoleacetic acid, 4-chloro-2-oxo-",O=C(O)Cn1c(=O)sc2cccc(Cl)c21,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"6-Chloro-N-cyclopropyl-N'-isopropyl-1,3,5-triazine-2,4-diamine",CC(C)Nc1nc(Cl)nc(NC2CC2)n1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"4H-Imidazo(1,5-a)(1,4)benzodiazepine, 8-chloro-6-(2-fluorophenyl)-1-methyl-",Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,reproduced,"Benzene, 1-methyl-3-nitro-",Cc1cccc([N+](=O)[O-])c1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phenol, 2,4,6-tri-tert-butyl- (6CI,7CI,8CI)",CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Acetanilide, 2,4'-difluoro-",O=C(CF)Nc1ccc(F)cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Benzenamine, 2,4-dimethyl-N-(3-methyl-2(3H)-thiazolylidene)-",Cc1ccc(N=c2sccn2C)c(C)c1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1,3-Dithiolan-4-one, 5,5-dimethyl-2-((1-methylethyl)imino)-, O-((methylamino)carbonyl)oxime",CNC(=O)ON=C1SC(=NC(C)C)SC1(C)C,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Azelaic acid, cyclic ethylene ester",O=C1CCCCCCCC(=O)OCCO1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,Not Available__0,CCOP(=S)(OCC)Oc1cc(C)n(CC)c(=O)c1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2-Pentenedioic acid, 3-((diethoxyphosphinyl)oxy)-, dimethyl ester",CCOP(=O)(OCC)OC(=CC(=O)OC)CC(=O)OC,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Benzoic acid, 2-methyl-",Cc1ccccc1C(=O)O,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1H-1,2,4-Triazole-1-carboxamide, 3-tert-butyl-N,N-dimethyl-5-(methylthio)-",CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphonic acid, ((ethylthio)(phenylthio)methylene)bis-, tetraethyl ester",CCOP(=O)(OCC)C(SCC)(Sc1ccccc1)P(=O)(OCC)OCC,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2H-1,3,5-Thiadiazine-2-thione, tetrahydro-3,5-dimethyl-",CN1CSC(=S)N(C)C1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Benzoic acid, 4-chloro-3-nitro-",O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2H-1,4-Benzodiazepin-2-one, 7-chloro-5-(2-fluorophenyl)-1,3-dihydro-1-methyl- (9CI)",CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphorothioic acid, O-(1,6-dihydro-5-methoxy-1-methyl-6-oxo-4-pyridazinyl) O-(2-methylpropyl) O-propyl ester",CCCOP(=S)(OCC(C)C)Oc1cnn(C)c(=O)c1OC,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Benzenamine, 2-chloro-4-nitro-",Nc1ccc([N+](=O)[O-])cc1Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"delta2-1,2,4-Triazoline, 5-imino- (8CI)",Nc1nc[nH]n1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Hydroxylamine, O,N-diethyl-N-nitroso-",CCON(CC)N=O,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1-Piperidinebutanamide, 4-(4-chlorophenyl)-4-hydroxy-N,N-dimethyl-alpha,alpha-diphenyl-",CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphoric acid, diethyl 3-methyl-4-(methylsulfonyl)phenyl ester",CCOP(=O)(OCC)Oc1ccc(S(C)(=O)=O)c(C)c1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphonodithioic acid, chloromethyl-, S-(p-chlorophenyl) O-propyl ester",CCCOP(=S)(CCl)Sc1ccc(Cl)cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"4-Pentenamide, 2,2-diethyl-",C=CCC(CC)(CC)C(N)=O,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"6-Octen-1-ol, 3,7-dimethyl-, formate",CC(C)=CCCC(C)CCOC=O,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2,6-Piperidinedione, 4-(2-(5-(acetyloxy)-3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)-, (1S-(1alpha(S*),3alpha,5alpha))- (9CI)",CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1,3-Oxathiolan-4-one, 5,5-dimethyl-, O-((methylamino)carbonyl)oxime, syn-",CNC(=O)ON=C1SCOC1(C)C,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,2-Acetylcyclopentan-1-one,CC(=O)C1CCCC1=O,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Aniline, 4,4'-methylenebis(2-chloro- (8CI)",Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1H-Pyrrole-2,5-dione, 1-(4-chlorophenyl)- (9CI)",O=C1C=CC(=O)N1c1ccc(Cl)cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"4-Piperidinone, 3-amino-2,2,6,6-tetramethyl-",CC1(C)CC(=O)C(N)C(C)(C)N1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Benzamide, N-(3-(1,3-benzodioxol-5-yl)-1-(2-(1,3-benzodioxol-5-yl)ethyl)propyl)-4-chloro-",O=C(NC(CCc1ccc2c(c1)OCO2)CCc1ccc2c(c1)OCO2)c1ccc(Cl)cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Silane, triethoxyoctyl-",CCCCCCCC[Si](OCC)(OCC)OCC,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"4H-Pyrido(1,2-a)pyrimidine-3-carboxylic acid, 1,6,7,8,9,9a-hexahydro-1-acetyl-6-methyl-4-oxo-, ethyl ester",CCOC(=O)C1=CN(C(C)=O)C2CCCC(C)N2C1=O,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Sulfurous acid, 1-((p-tert-pentylphenoxy)methyl)propyl 2-propynyl ester",C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Styrene, alpha-chloro-p-nitro-",C=C(Cl)c1ccc([N+](=O)[O-])cc1,,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"6H-Pyrido(2,3-b)(1,4)benzodiazepin-6-one, 11-((2-((diethylamino)methyl)-1-piperidinyl)acetyl)-5,11-dihydro-",CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1-Triazene, 1-methyl-3-(4-nitrophenyl)- (9CI)",CN=NNc1ccc([N+](=O)[O-])cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Ethene, (2-methoxyethoxy)- (9CI)",C=COCCOC,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1,3-Propanediol, 2,2-bis((nitrooxy)methyl)-, dinitrate (ester)",O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"5-Thiazoleacetic acid, 4-(4-chlorophenyl)-2-phenyl-",O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Pyrimidine, 3,4,5,6-tetrahydro-2-(alpha-propoxybenzyl)-",CCCOC(C1=NCCCN1)c1ccccc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Piperazine, 1,4-bis(3-bromo-1-oxopropyl)-",O=C(CCBr)N1CCN(C(=O)CCBr)CC1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphorodithioic acid, O,O-diethyl S-(2-((methylcarbamoyl)methylthio)ethyl) ester",CCOP(=S)(OCC)SCCSCC(=O)NC,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphorothioic acid, O-(2,3-dihydro-5-methoxy-2-methyl-3-oxo-4-pyridazinyl) O-ethyl O-(1-methylethyl) ester",CCOP(=S)(Oc1c(OC)cnn(C)c1=O)OC(C)C,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1-Phthalazinamine, 4-phenyl-N-propyl-",CCCNc1nnc(-c2ccccc2)c2ccccc12,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphonous dichloride, phenyl-",ClP(Cl)c1ccccc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphorothioic acid, O,O-dimethyl S-(p-nitrophenyl) ester",COP(=O)(OC)Sc1ccc([N+](=O)[O-])cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2-Propanamine, N,N-dichloro-2-methyl-",CC(C)(C)N(Cl)Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Morpholine, 4-(thioxo(3,4,5-trimethoxyphenyl)methyl)- (9CI)",COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"9-Acridinamine, 1,2,3,4-tetrahydro-7-methoxy- (9CI)",COc1ccc2nc3c(c(N)c2c1)CCCC3,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2-Furancarbamic acid, propyl ester",CCCOC(=O)Nc1ccco1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphorous acid, triisooctyl ester",CC(C)CCCCCOP(OCCCCCC(C)C)OCCCCCC(C)C,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1-Propanol, 2,3-epoxy-, benzoate (7CI,8CI)",O=C(OCC1CO1)c1ccccc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1H-Azepine-1-carbothioic acid, hexahydro-, S-ethyl ester",CCSC(=O)N1CCCCCC1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2,3,5,6-Tetramethylpyrazine",Cc1nc(C)c(C)nc1C,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Carbamic acid, propyl ester",CCCOC(N)=O,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1H-Pyrazole-5-carboxamide, 4-chloro-N-((4-(1,1-dimethylethyl)phenyl)methyl)-3-ethyl-1-methyl-",CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1,3-Propanediol, dibenzoate",O=C(OCCCOC(=O)c1ccccc1)c1ccccc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1H-(1,2,4)Triazolo(3,4-c)(1,4)benzoxazin-1-one, 2,4-dihydro-6,8-dinitro-",O=c1[nH]nc2n1-c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC2,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"(1)-alpha,alpha,4-Trimethylcyclohex-3-ene-1-methanol",CC1=CCC(C(C)(C)O)CC1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Hexanoic acid, 2-ethyl-, 1-oxo-2-(2,4,6-trimethylphenyl)-1H-inden-3-yl ester",CCCCC(CC)C(=O)OC1=C(c2c(C)cc(C)cc2C)C(=O)c2ccccc21,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphorothioic acid, O-(1,6-dihydro-5-methoxy-1-methyl-6-oxo-4-pyridazinyl) O-ethylO-(2-methylpropyl) ester",CCOP(=S)(OCC(C)C)Oc1cnn(C)c(=O)c1OC,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with mercaptophenyl acetonitrile (8CI)",CCOP(=S)(OCC)SC(C#N)c1ccccc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2-Pyridinemethanamine, N-phenyl-N-(2-(1-piperidinyl)ethyl)- (9CI)",c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2-Propenethioic acid, 3-phenyl-, O-ethyl ester",CCc1ccccc1C=CC(O)=S,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Benzenesulfonyl chloride, 2-methyl-5-nitro- (9CI)",Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Morpholine, 4-(3-methyl-1-oxo-4-phenyl-3-butenyl)-",CC(=Cc1ccccc1)CC(=O)N1CCOCC1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Benzeneacetic acid, 4-(2-methylpropyl)-",CC(C)Cc1ccc(CC(=O)O)cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"4,7-Methanoisobenzofuran-5(3H)-one, 1,3,4,6,7,8,8-heptachlorohexahydro-",O=C1C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"(1,1'-Biphenyl)-4-carbonitrile, 4'-octyl-",CCCCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Maleic acid, mono(2-hydroxypropyl) ester",CC(O)COC(=O)C=CC(=O)O,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"1,5-Pentanediol, 2,2,3,3,4,4-hexafluoro-",OCC(F)(F)C(F)(F)C(F)(F)CO,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2-Benzoxazolamine, 6-bromo- (9CI)",Nc1nc2ccc(Br)cc2o1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Carbamic acid, (3-chlorophenyl)-, 1-methylethyl ester (9CI)",CC(C)OC(=O)Nc1cccc(Cl)c1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Imidocarbonic acid, phosphonodithio-, cyclic methylene P,P-diethyl ester",CCOP(=O)(N=C1SCS1)OCC,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Phosphorothioic acid, O,O-diethyl O-(3,5,6-trichloro-2-pyridinyl) ester",CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Pyrrolidine, 2-methyl-1-(1-oxo-2,2-diphenylbutyl)- (9CI)",CCC(C(=O)N1CCCC1C)(c1ccccc1)c1ccccc1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"4(3H)-Quinazolinone, 6-amino-2-methyl-3-(o-tolyl)-",Cc1ccccc1-n1c(C)nc2ccc(N)cc2c1=O,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"5,9-Methanocycloocta(b)pyridin-2(1H)-one, 5-amino-11-ethylidene-5,6,9,10-tetrahydro-7-methyl-, (5R-(5-alpha,9-beta,11E))-",CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"2(1H)-Pyrimidinone, tetrahydro-1-((3,4-dichlorophenyl)methyl)-",O=C1NCCCN1Cc1ccc(Cl)c(Cl)c1,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,"Carbonochloridic acid, 1-methylethyl ester",CC(C)OC(=O)Cl,0.0,False
ld50,gem31pro,v4_dolma-v1_7_llama,missed,Tris(2-chloro-1-(chloromethyl)ethyl) phosphate,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0.0,False
