Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,transformed_solubility,transformed_smiles
1-Hexanol,-1.3969999999999998,1,102.17699999999999,1,0,4,20.23,-1.24,CCCCCCO,21.396054628224583,AAAAAAB
1-Chloropentane,-2.294,1,106.596,0,0,3,0.0,-2.73,CCCCCCl,32.701062215478004,AAAAAZ
"1,3-Butadiene",-1.376,1,54.09199999999999,0,0,1,0.0,-1.87,C=CC=C,26.176024279210925,A~AA~A
Propyl acetate,-1.125,1,102.13299999999998,0,0,2,26.3,-0.72,CCCOC(=O)C,17.450682852807283,AAABA{~B}A
"5,6,7,8-tetrahydro-2-naphthol",-3.0860000000000003,1,148.205,1,2,0,20.23,-1.99,Oc2ccc1CCCCc1c2 ,27.08649468892261,BasaaarAAAAaras 
chloroacetamide,-0.106,1,93.513,1,0,1,43.09,-0.02,NC(=O)CCl ,12.139605462822459,DA{~B}AZ 
Iodofenphos,-6.148,1,413.0,0,1,4,27.69,-6.62,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,62.21547799696509,ABK{~E}{BA}Baraa{Z}a{H}aarZ
4-Chlorotoluene,-3.2969999999999997,1,126.586,0,1,0,0.0,-3.08,Cc1ccc(Cl)cc1,35.35660091047041,Aaraaa{Z}aar
Metribuzin,-2.324,1,214.29399999999998,1,1,1,73.8,-2.253,CSc1nnc(c(=O)n1N)C(C)(C)C,29.081942336874054,AEardda{a{~B}drD}A{A}{A}A
Tricresyl phosphate,-6.39,1,368.3690000000001,0,3,6,44.760000000000005,-6.01,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,57.58725341426404,Aaraaa{BK{~B}{Basaaaa{A}as}BataaaaatA}aar
Caproaldehyde,-1.4569999999999999,1,100.16099999999999,0,0,4,17.07,-1.3,CCCCCC=O,21.851289833080425,AAAAAA~B
Butamben,-3.0389999999999997,1,193.24599999999998,1,1,4,52.32,-3.082,CCCCOC(=O)c1ccc(N)cc1,35.371775417298934,AAAABA{~B}araaa{D}aar
RTI 3,-3.049,1,255.277,1,3,0,68.45,-3.043,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,35.07587253414264,Bsaraa{A}aaarD{A}A{~B}ataa{D}adast 
Nerol,-2.603,1,154.253,1,0,4,20.23,-2.46,CC(C)=CCC/C(C)=C\CO,30.652503793626707,AA{A}~AAALA{A}~ARAB
"2,4'-PCB",-5.142,1,223.102,0,2,1,0.0,-5.28,Clc1ccc(cc1)c2ccccc2Cl ,52.04855842185129,Zaraaa{aar}asaaaaasZ 
3-Octanoyloxymethylphenytoin,-4.84,1,408.498,1,3,10,75.71,-6.523,O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,61.47951441578149,B~ArD{ABA{~B}AAAAAAA}A{~B}A{Dr}{asaaaaas}ataaaaat
Nitroethane,-0.462,1,75.067,0,0,1,43.14,-0.22,CCN(=O)=O,13.657056145675266,AAD{~B}~B
Ethalfluralin,-5.063,1,333.266,0,1,6,89.51999999999998,-6.124,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,58.45220030349014,AAD{AA{A}~A}ara{aa{aarD{~B}~B}A{G}{G}G}D{~B}~B
"1,2,3,4-Tetrachlorobenzene",-4.546,1,215.894,0,1,0,0.0,-4.57,Clc1ccc(Cl)c(Cl)c1Cl,46.661608497723826,Zaraaa{Z}a{Z}arZ
Meprobamate,-1.376,1,218.25299999999996,2,0,6,104.63999999999999,-1.807,CCCC(C)(COC(N)=O)COC(N)=O ,25.69802731411229,AAAA{A}{ABA{D}~B}ABA{D}~B 
pregnenolone,-4.342,1,316.48500000000007,1,4,1,37.3,-4.65,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,47.268588770864945,AA{~B}AtAAAuAsAA~ArAA{B}AAAr{A}AsAAAtuA 
Iodomethane,-1.646,1,141.939,0,0,0,0.0,-1.0,CI,19.575113808801213,AH
cycloheximide,-1.5319999999999998,1,281.35200000000003,2,2,3,83.47,-1.13,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,20.561456752655538,AArAA{A}A{~B}A{Ar}A{B}AAsAA{~B}DA{~B}As 
3-Heptanoyloxymethylphenytoin,-4.496,1,394.471,1,3,9,75.71,-6.301,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,59.795144157814875,B~ArD{ABA{~B}AAAAAA}A{~B}A{Dr}{asaaaaas}ataaaaat
isophorone,-2.015,1,138.20999999999998,0,1,0,17.07,-1.06,CC1=CC(=O)CC(C)(C)C1 ,20.030349013657055,AAr~AA{~B}AA{A}{A}Ar 
Butabarbital,-1.9580000000000002,1,212.24899999999997,2,1,3,75.27000000000001,-2.39,O=C1NC(=O)NC(=O)C1(CC)C(C)CC,30.121396054628224,B~ArDA{~B}DA{~B}Ar{AA}A{A}AA
5-Nonanone,-2.329,1,142.242,0,0,6,17.07,-2.58,CCCCC(=O)CCCC,31.562974203338392,AAAAA{~B}AAAA
Glutethimide,-2.591,1,217.268,1,2,2,46.17,-2.3369999999999997,CCC1(CCC(=O)NC1=O)c2ccccc2 ,29.71927162367223,AAAr{AAA{~B}DAr~B}asaaaaas 
3-Methylpentane,-2.6,1,86.178,0,0,2,0.0,-3.68,CCC(C)CC,39.90895295902883,AAA{A}AA
Etofenprox,-6.896,1,376.49600000000004,0,3,9,27.69,-8.6,CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,77.2382397572079,AABaraaa{aar}A{A}{A}ABAataaaa{Basaaaaas}at
Methaqualone,-3.8810000000000002,1,250.30100000000002,0,3,1,34.89,-2.925,Cc1ccccc1n3c(C)nc2ccccc2c3=O,34.180576631259484,Aaraaaaardta{A}dasaaaaasat~B
Chloroacetonitrile,-0.44799999999999995,1,75.498,0,0,0,23.79,-0.092,ClCC#N,12.68588770864947,ZAA^D
Trichloronate,-5.225,1,333.60400000000004,0,1,5,18.46,-5.752000000000001,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,55.62974203338392,AABK{~E}{AA}Baraa{Z}a{Z}aarZ
Ethisterone,-3.858,1,312.45300000000003,1,4,0,37.3,-5.66,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,54.931714719271625,AArsAAA{~B}A~ArAAAtAsAAAu{A}AtAAAu{B}A^A 
Pyridazine,-0.619,2,80.08999999999999,0,1,0,25.78,1.1,c1ccnnc1,3.6418816388467374,araaddar
"1,2,3,5-Tetrachlorobenzene",-4.621,1,215.894,0,1,0,0.0,-4.63,Clc1cc(Cl)c(Cl)c(Cl)c1,47.116843702579665,Zaraa{Z}a{Z}a{Z}ar
Diosgenin,-5.681,1,414.63000000000017,1,6,0,38.69,-7.32,C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,67.52655538694992,ArA{B}AAAs{A}AAtAAAu{A}Av{A}AAwBAA{A}AAwBAvAAuAtA~Asr
o-Aminophenol,-1.465,1,109.12799999999999,2,1,0,46.25,-0.72,Nc1ccccc1O,17.450682852807283,DaraaaaarB
Ethyl nonanoate,-3.3160000000000003,1,186.295,0,0,8,26.3,-3.8,CCCCCCCCC(=O)OCC,40.819423368740516,AAAAAAAAA{~B}BAA
metalaxyl,-2.87,1,279.336,0,1,5,55.84,-1.601,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,24.135053110773903,ABAA{~B}D{A{A}A{~B}BA}ara{A}aaaarA 
Propoxur,-2.4090000000000003,1,209.24499999999998,1,1,3,47.56,-2.05,CNC(=O)Oc1ccccc1OC(C)C,27.541729893778452,ADA{~B}BaraaaaarBA{A}A
2-Chlorobutane,-1.94,1,92.569,0,0,1,0.0,-1.96,CCC(C)Cl,26.85887708649469,AAA{A}Z
2-Napthol,-3.08,1,144.17299999999997,1,2,0,20.23,-2.28,Oc1ccc2ccccc2c1,29.286798179059183,Baraaasaaaaasar
Oxadiazon,-5.265,1,345.22600000000017,0,2,3,57.26,-5.696000000000001,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,55.20485584218513,AA{A}Baraa{a{Z}aarZ}dsda{bas~B}A{A}{A}A
1-Hexyne ,-1.801,1,82.14599999999999,0,0,2,0.0,-2.36,CCCCC#C,29.893778452200305,AAAAA^A
1-Nonyne ,-2.864,1,124.22699999999999,0,0,5,0.0,-4.24,CCCCCCCC#C,44.15781487101669,AAAAAAAA^A
2-Chlorotoluene,-3.2969999999999997,1,126.586,0,1,0,0.0,-3.52,Cc1ccccc1Cl,38.69499241274658,AaraaaaarZ
Diisopropyl ether ,-1.281,1,102.17699999999999,0,0,2,9.23,-1.1,CC(C)OC(C)C,20.333839150227618,AA{A}BA{A}A
Dapsone,-2.464,1,248.307,2,2,2,86.18,-3.094,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,35.462822458270104,Daraaa{aar}E{~B}{~B}asaaa{D}aas
Methyl hydrazine,0.5429999999999999,1,46.073,2,0,0,38.05,1.34,CNN,1.8209408194233687,ADD
Propyne,-0.672,1,40.065000000000005,0,0,0,0.0,-0.41,CC#C,15.098634294385432,AA^A
Phoxim,-4.5569999999999995,1,298.304,0,1,7,63.839999999999996,-4.862,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,48.877086494688925,AABK{~E}{BAA}BD~A{A^D}araaaaar
Propetamphos,-2.826,1,281.314,1,0,7,56.790000000000006,-3.408,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,37.84522003034901,AADK{~E}{BA}BA{~AA{~B}BA{A}A}A
Acrolein,-0.184,1,56.064,0,0,1,17.07,0.57,C=CC=O,7.663125948406679,A~AA~B
Hypoxanthine,-0.6559999999999999,1,136.114,2,2,0,74.43,-2.296,O=c1[nH]cnc2nc[nH]c12 ,29.408194233687404,B~ar{dH}adasda{dH}ars 
6-hydroxyquinoline,-2.725,1,145.161,1,2,0,33.120000000000005,-2.16,Oc2ccc1ncccc1c2 ,28.376327769347498,Basaaardaaaaras 
Fluorobenzene,-2.5140000000000002,1,96.10399999999998,0,1,0,0.0,-1.8,Fc1ccccc1,25.644916540212442,Garaaaaar
1-Chloropropane,-1.585,1,78.542,0,0,1,0.0,-1.47,CCCCl,23.14112291350531,AAAZ
Ethyl acetate,-0.77,1,88.106,0,0,1,26.3,-0.04,CCOC(=O)C,12.291350531107739,AABA{~B}A
"2,2-Dimethylpentane",-2.938,1,100.20499999999998,0,0,1,0.0,-4.36,CCCC(C)(C)C,45.068285280728375,AAAA{A}{A}A
Pentamethylbenzene,-3.9930000000000003,1,148.249,0,1,0,0.0,-4.0,Cc1cc(C)c(C)c(C)c1C,42.33687405159333,Aaraa{A}a{A}a{A}arA
eucalyptol,-2.5789999999999997,1,154.253,0,3,0,9.23,-1.64,CC12CCC(CC1)C(C)(C)O2 ,24.430955993930198,AArsAAA{AAr}A{A}{A}Bs 
dibutyl sebacate,-4.726,1,314.46600000000007,0,0,15,52.60000000000001,-3.8960000000000004,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,41.54779969650988,AAAABA{~B}AAAAAAAAA{~B}BAAAA
"4,4'-PCB",-5.2989999999999995,1,223.102,0,2,1,0.0,-6.56,Clc1ccc(cc1)c2ccc(Cl)cc2 ,61.76024279210926,Zaraaa{aar}asaaa{Z}aas 
"2,3-Dimethylpyridine",-2.0669999999999997,1,107.156,0,1,0,12.89,0.38,Cc1cccnc1C,9.104704097116844,AaraaadarA
Carvone,-2.042,1,150.22099999999998,0,1,1,17.07,-2.06,CC(=C)C1CC=C(C)C(=O)C1,27.617602427921092,AA{~A}ArAA~A{A}A{~B}Ar
Carbophenthion,-5.827999999999999,1,342.875,0,1,8,18.46,-5.736000000000001,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,55.50834597875569,AABK{~E}{BAA}EAEaraaa{Z}aar
"Etoposide (148-167,25mg/ml)",-3.292,1,588.5620000000001,3,7,5,160.83,-3.571,COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,39.08194233687406,ABaraa{aa{BA}arB}AwAsA{ABAs~B}A{BAuBAtABA{A}BAtA{B}AuB}axaavBABavaawx
Perylene,-6.007000000000001,2,252.31599999999997,0,5,0,0.0,-8.804,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,78.78603945371776,araasaaaatauaaaavaaaa{a{ar}ast}avu
"2,4-Dinitrotoluene",-2.6039999999999996,1,182.135,0,1,2,86.28,-2.82,Cc1ccc(cc1N(=O)=O)N(=O)=O,33.38391502276176,Aaraaa{aarD{~B}~B}D{~B}~B
2-bromonaphthalene,-4.434,1,207.07000000000002,0,2,0,0.0,-4.4,c1c(Br)ccc2ccccc12 ,45.37177541729894,ara{X}aaasaaaaars 
Formetanate,-1.8459999999999999,1,221.26,1,1,3,53.93,-2.34,CNC(=O)Oc1cccc(N=CN(C)C)c1,29.74203338391502,ADA{~B}Baraaaa{D~AD{A}A}ar
6-methoxypteridine,-1.589,1,162.15200000000002,0,2,1,60.790000000000006,-1.139,COc2cnc1ncncc1n2,20.629742033383916,ABasadardadaards
nevirapine,-3.397,1,266.30400000000003,1,4,1,58.120000000000005,-3.19,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,36.19119878603945,AataadauD{ArAAr}asdaaaasA{~B}Datu 
Isazofos,-3.76,1,313.747,0,1,7,58.4,-3.658,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,39.74203338391502,AABK{~E}{BAA}Barda{Z}d{dr}A{A}A
"2-Methyl-1,3-Butadiene ",-1.714,1,68.11900000000001,0,0,1,0.0,-2.03,CC(=C)C=C,27.389984825493173,AA{~A}A~A
linalool,-2.399,1,154.253,1,0,4,20.23,-1.99,CC(C)=CCCC(O)(C)C=C,27.08649468892261,AA{A}~AAAA{B}{A}A~A
Fenthion,-4.265,1,278.335,0,1,5,27.69,-4.57,COP(=S)(OC)Oc1ccc(SC)c(C)c1,46.661608497723826,ABK{~E}{BA}Baraaa{EA}a{A}ar
Cyclohexanol ,-1.261,1,100.161,1,1,0,20.23,-0.44,OC1CCCCC1,15.326251896813353,BArAAAAAr
5-Allyl-5-methylbarbital,-1.013,1,182.17899999999997,2,1,2,75.27000000000001,-1.16,O=C1NC(=O)NC(=O)C1(C)CC=C,20.78907435508346,B~ArDA{~B}DA{~B}Ar{A}AA~A
Epiandrosterone,-3.8819999999999997,1,290.447,1,4,0,37.3,-4.16,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,43.55083459787557,AAtuAAArA{AAAsAA{B}AAArsA}AtAAAu~B
mannitol,0.647,1,182.172,6,0,5,121.38000000000001,0.06,OCC(O)C(O)C(O)C(O)CO ,11.532625189681335,BAA{B}A{B}A{B}A{B}AB 
4-Methylbiphenyl,-4.4239999999999995,1,168.239,0,2,1,0.0,-4.62,Cc1ccc(cc1)c2ccccc2,47.040971168437025,Aaraaa{aar}asaaaaas
Atrazine,-3.069,1,215.68800000000002,2,1,4,62.730000000000004,-3.85,CCNc1nc(Cl)nc(NC(C)C)n1,41.198786039453715,AADarda{Z}da{DA{A}A}dr
Phenylthiourea,-1.7009999999999998,1,152.22199999999998,2,1,1,38.05,-1.77,NC(=S)Nc1ccccc1,25.417298937784523,DA{~E}Daraaaaar
4-Heptanone,-1.62,1,114.18799999999999,0,0,4,17.07,-1.3,CCCC(=O)CCC,21.851289833080425,AAAA{~B}AAA
"3,3-Dimethyl-2-butanone",-1.25,1,100.16099999999999,0,0,0,17.07,-0.72,CC(=O)C(C)(C)C,17.450682852807283,AA{~B}A{A}{A}A
4-Chlorophenol ,-2.761,1,128.558,1,1,0,20.23,-0.7,Oc1ccc(Cl)cc1,17.298937784522007,Baraaa{Z}aar
Cyclohexanone,-0.996,1,98.14500000000001,0,1,0,17.07,-0.6,O=C1CCCCC1,16.5402124430956,B~ArAAAAAr
m-Methylaniline,-1.954,1,107.156,1,1,0,26.02,-0.85,Cc1cccc(N)c1,18.43702579666161,Aaraaaa{D}ar
Trichloroacetonitrile,-2.019,1,144.388,0,0,0,23.79,-2.168,ClC(Cl)(Cl)C#N,28.43702579666161,ZA{Z}{Z}A^D
norflurazon,-4.029,1,303.67100000000005,1,2,2,46.92,-4.046,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,42.685887708649474,ADasadd{araaaa{ar}A{G}{G}G}a{~B}asZ
2-Decanone,-2.617,1,156.269,0,0,7,17.07,-3.3,CCCCCCCCC(=O)C,37.025796661608496,AAAAAAAAA{~B}A
Ipazine,-3.497,1,243.74200000000002,1,1,5,53.940000000000005,-3.785,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,40.70561456752656,AAD{AA}arda{Z}da{DA{A}A}dr
Benzocaine,-2.383,1,165.19199999999998,1,1,2,52.32,-2.616,CCOC(=O)c1ccc(N)cc1,31.836115326251896,AABA{~B}araaa{D}aar
"1,2,4-Trichlorobenzene",-4.083,1,181.449,0,1,0,0.0,-3.59,Clc1ccc(Cl)c(Cl)c1,39.22610015174507,Zaraaa{Z}a{Z}ar
Triazolam,-3.948,1,343.2170000000001,0,4,1,43.07,-4.09,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,43.019726858877085,AatddauAD~A{araaaaarZ}asaa{Z}aaasdtu
"1,2-Benzenediol",-1.635,1,110.11199999999998,2,1,0,40.46,0.62,Oc1ccccc1O,7.283763277693476,BaraaaaarB
Reverse Transcriptase inhibitor 1,-2.7939999999999996,1,254.29299999999998,0,3,1,49.330000000000005,-2.62,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,31.866464339908955,AADsardaaaarD{A}A{~B}ataaadast 
Dimethyl sulfide,-0.758,1,62.137,0,0,0,0.0,-0.45,CSC,15.402124430955997,AEA
2-Bromotoluene,-3.667,1,171.03699999999998,0,1,0,0.0,-2.23,Cc1ccccc1Br,28.90743550834598,AaraaaaarX
O-Ethyl carbamate,-0.218,1,89.09400000000001,1,0,1,52.32,0.85,CCOC(=O)N,5.538694992412748,AABA{~B}D
megestrol acetate,-4.417,1,384.5160000000002,0,4,2,60.440000000000005,-5.35,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,52.579666160849776,AA{~B}BAt{AAAuAsA~A{A}Ar~AA{~B}AAAr{A}AsAAAtuA}A{A}~B 
"2,4-Dimethyl-3-pentanol",-1.6469999999999998,1,116.20399999999998,1,0,2,20.23,-1.22,CC(C)C(O)C(C)C,21.244309559939303,AA{A}A{B}A{A}A
Napthalene,-3.468,2,128.17399999999995,0,2,0,0.0,-3.6,c1ccc2ccccc2c1,39.30197268588771,araaasaaaaasar
N-Ethylaniline,-2.3890000000000002,1,121.18299999999995,1,1,2,12.03,-1.7,CCNc1ccccc1,24.88619119878604,AADaraaaaar
Phenytoin,-3.057,1,252.27300000000002,2,3,2,58.2,-4.0969999999999995,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,43.07283763277693,B~ArDA{~B}A{Dr}{asaaaaas}ataaaaat
"7,12-Dimethylbenz(a)anthracene",-6.297000000000001,1,256.348,0,4,0,0.0,-7.02,Cc1c2ccccc2c(C)c3ccc4ccccc4c13,65.25037936267071,Aarasaaaaasa{A}ataaauaaaaauart
Dialifor,-5.026,1,393.85400000000016,0,2,8,55.84,-6.34,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,60.09104704097117,AABK{~E}{BAA}EA{AZ}DrA{~B}asaaaaasAr~B
Methoxychlor,-5.537999999999999,1,345.6529999999999,0,2,4,18.46,-6.89,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,64.26403641881637,ABaraaa{aar}A{asaaa{BA}aas}A{Z}{Z}Z
TEFLUBENZURON,-5.462000000000001,1,381.1120000000001,2,2,2,58.2,-7.28,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,67.22306525037936,Garaaaa{G}arA{~B}DA{~B}Dasaa{Z}a{G}a{Z}asG 
3-Pentanoyloxymethylphenytoin,-3.81,1,366.41700000000003,1,3,7,75.71,-4.678,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,47.481031866464335,B~ArD{ABA{~B}AAAA}A{~B}A{Dr}{asaaaaas}ataaaaat
Monuron,-2.6710000000000003,1,198.653,1,1,1,32.34,-2.89,CN(C)C(=O)Nc1ccc(Cl)cc1,33.91502276176025,AD{A}A{~B}Daraaa{Z}aar
Flutriafol,-3.569,1,301.296,1,3,4,50.94,-3.37,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,37.55690440060698,BA{Adradadr}{asaaa{G}aas}ataaaaatG
triamcinolone diacetate,-3.8760000000000003,1,478.51300000000026,2,4,4,127.20000000000002,-4.13,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,43.32321699544765,AA{~B}BAA{~B}At{B}A{AAuAsAAAr~AA{~B}A~AAr{A}As{G}A{B}AAtuA}BA{A}~B 
1-Bromobutane,-2.303,1,137.01999999999998,0,0,2,0.0,-2.37,CCCCBr,29.969650986342945,AAAAX
"1,2,4,5-Tetrabromobenzene",-6.001,1,393.69800000000004,0,1,0,0.0,-6.98,Brc1cc(Br)c(Br)cc1Br,64.94688922610015,Xaraa{X}a{X}aarX
4-Methyl-2-pentanone,-1.1840000000000002,1,100.16099999999999,0,0,2,17.07,-0.74,CC(C)CC(=O)C,17.602427921092566,AA{A}AA{~B}A
cycloate,-3.35,1,215.36199999999994,0,1,3,20.310000000000002,-3.4,CCSC(=O)N(CC)C1CCCCC1 ,37.78452200303491,AAEA{~B}D{AA}ArAAAAAr 
4-Chloroanisole,-3.057,1,142.585,0,1,1,9.23,-2.78,COc1ccc(Cl)cc1,33.080424886191196,ABaraaa{Z}aar
Deltamethrin,-7.44,1,505.20600000000024,0,3,6,59.32000000000001,-8.402000000000001,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,75.73596358118363,AAr{A}A{A~A{X}X}ArA{~B}BA{A^D}asaaaa{Bataaaaat}as
Talbutal,-2.06,1,224.26,2,1,4,75.27000000000001,-2.016,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,27.283763277693478,AAA{A}Ar{AA~A}A{~B}DA{~B}DAr~B
Fenitrothion,-3.845,1,277.238,0,1,5,70.83000000000001,-4.04,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,42.640364188163886,ABK{~E}{BA}Baraaa{D{~B}~B}a{A}ar
1-Iodonapthalene,-4.888999999999999,1,254.07000000000002,0,2,0,0.0,-4.55,Ic1cccc2ccccc12,46.509863429438546,Haraaaasaaaaars
Sorbitol,0.647,1,182.172,6,0,5,121.38000000000001,1.09,OCC(O)C(O)C(O)C(O)CO,3.7177541729893777,BAA{B}A{B}A{B}A{B}AB
Ethanethiol,-0.968,1,62.137,1,0,0,0.0,-0.6,CCS,16.5402124430956,AAE
"1,1,2-Trichloroethane",-1.9609999999999999,1,133.405,0,0,1,0.0,-1.48,ClCC(Cl)Cl,23.216995447647953,ZAA{Z}Z
Pyrolan,-3.141,1,245.282,0,2,2,47.36000000000001,-2.09,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,27.845220030349015,AD{A}A{~B}Baraa{A}ddrasaaaaas
o-Hydroxybenzamide,-1.942,1,137.13799999999998,2,1,1,63.32000000000001,-1.82,NC(=O)c1ccccc1O,25.79666160849773,DA{~B}araaaaarB
o-Nitrotoluene,-2.589,1,137.138,0,1,1,43.14,-2.33,Cc1ccccc1N(=O)=O,29.666160849772382,AaraaaaarD{~B}~B
"5,5-Diisopropylbarbital",-1.942,1,212.249,2,1,2,75.27000000000001,-2.766,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,32.974203338391504,B~ArDA{~B}DA{~B}Ar{A{A}A}A{A}A
2-Ethyltoluene,-3.2960000000000003,1,120.19499999999996,0,1,1,0.0,-3.21,CCc1ccccc1C,36.34294385432474,AAaraaaaarA
1-Chloroheptane,-3.003,1,134.65,0,0,5,0.0,-4.0,CCCCCCCCl,42.33687405159333,AAAAAAAZ
Barbital,-1.265,1,184.19499999999996,2,1,2,75.27000000000001,-2.4,O=C1NC(=O)NC(=O)C1(CC)CC,30.197268588770864,B~ArDA{~B}DA{~B}Ar{AA}AA
Bibenzyl ,-4.301,2,182.266,0,2,3,0.0,-4.62,C(Cc1ccccc1)c2ccccc2,47.040971168437025,A{Aaraaaaar}asaaaaas
"1,1,2,2-Tetrachloroethane",-2.549,1,167.85,0,0,1,0.0,-1.74,ClC(Cl)C(Cl)Cl,25.189681335356603,ZA{Z}A{Z}Z
RTI 23,-4.228,1,283.331,1,3,2,54.46,-5.153,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,51.08497723823975,AADsaraa{BA}aa{A}arDA{~B}ataaadast 
2-Methylphenanthrene,-4.87,1,192.261,0,3,0,0.0,-5.84,Cc1ccc2c(ccc3ccccc32)c1,56.29742033383915,Aaraaasa{aaataaaaats}ar
dibutylphthalate,-4.378,1,278.348,0,1,8,52.60000000000001,-4.4,CCCCOC(=O)c1ccccc1C(=O)OCCCC ,45.37177541729894,AAAABA{~B}araaaaarA{~B}BAAAA 
tetrachloroguaiacol,-4.2989999999999995,1,261.919,1,1,1,29.46,-4.02,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,42.48861911987861,ABara{B}a{Z}a{Z}a{Z}arZ 
Dimecron,-2.426,1,299.6909999999999,0,0,8,65.07000000000001,0.523,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,8.019726858877085,AAD{AA}A{~B}A{~AABK{~B}{BA}BA}Z
Equilin,-3.555,1,268.356,1,4,0,37.3,-5.282,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,52.06373292867982,AAtuAAArA{~AAasaa{B}aaars}AtAAAu~B
Chlorimuron-ethyl (ph 7),-3.719,1,414.82700000000017,1,2,8,127.79,-4.5760000000000005,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,46.707132018209414,AABA{~B}araaaaarE{~B}{~B}DD{A~B}asda{Z}aa{BA}ds
p-Nitroanisole,-2.522,1,153.13699999999997,0,1,2,52.37,-2.41,COc1ccc(cc1)N(=O)=O,30.273141122913508,ABaraaa{aar}D{~B}~B
1-Chlorohexane,-2.648,1,120.623,0,0,4,0.0,-3.12,CCCCCCCl,35.66009104704097,AAAAAAZ
"2,2',3,3',4,4',5,5'-PCB",-8.468,1,429.77200000000016,0,2,1,0.0,-9.16,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,81.48710166919575,Zaraa{a{Z}a{Z}arZ}asaa{Z}a{Z}a{Z}asZ
Raffinose,0.496,1,504.43800000000005,11,3,8,268.67999999999995,-0.41,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,15.098634294385432,BAArBA{AB}{BAsBA{ABAtBA{AB}A{B}A{B}AtB}A{B}A{B}AsB}A{B}ArB
hexacosane,-9.702,1,366.7180000000002,0,0,23,0.0,-8.334,CCCCCCCCCCCCCCCCCCCCCCCCCC,75.22003034901365,AAAAAAAAAAAAAAAAAAAAAAAAAA
