smiles,pic50,transformed_solubility,transformed_smiles
CC1(C(F)(F)F)CCN(C(=O)Cc2cncc3ccccc23)CC1,6.11,55.39112050739957,AAr{A{G}{G}G}AAD{A{~B}Aafadaataaaaaft}AAr
CC1(C)CCN(C(=O)Cc2cncc3ccccc23)CC1,5.66,64.90486257928117,AAr{A}AAD{A{~B}Aafadaataaaaaft}AAr
CC1(C)CCN(S(C)(=O)=O)C[C@]12NC(=O)N(c1cncc3ccccc13)C2=O,4.47,90.06342494714588,AAr{A}AAD{E{A}{~B}~B}A{A*}rfDA{~B}D{aradaataaaaart}Af~B
CC1(C)CN(C(=O)Cc2cncc3ccccc23)[C@H]1c1cccs1,4.86,81.81818181818181,AAr{A}AD{A{~B}Aafadaataaaaaft}{A*H}raraaafr
CC1(C)CN(C(=O)Cc2cncc3ccccc23)[C@H]2COC[C@H]21,4.42,91.12050739957716,AAr{A}AD{A{~B}Aafadaataaaaaft}{A*H}fABA{A*H}fr
CC1(C)[C@@H]2CN(C(=O)Cc3cncc4ccccc34)C[C@@H]21,5.46,69.13319238900635,AAr{A}{A**H}fAD{A{~B}Aatadaauaaaaatu}A{A**H}fr
CC1(CC(F)(F)F)CCN(C(=O)Cc2cncc3ccccc23)CC1,5.81,61.73361522198732,AAr{AA{G}{G}G}AAD{A{~B}Aafadaataaaaaft}AAr
CC1(F)CCN(C(=O)Cc2cncc3ccccc23)CC1,5.31,72.30443974630022,AAr{G}AAD{A{~B}Aafadaataaaaaft}AAr
CC1(O)CCN(C(=O)Cc2cncc3ccccc23)CC1,4.62,86.89217758985201,AAr{B}AAD{A{~B}Aafadaataaaaaft}AAr
CC1(c2ccccc2)CCN(C(=O)Cc2cncc3ccccc23)CC1,5.16,75.47568710359407,AAr{afaaaaaf}AAD{A{~B}Aafadaataaaaaft}AAr
CC1CCC2(CC1)CCN(C(=O)Cc1cncc3ccccc13)C2,6.16,54.33403805496828,AArAAAf{AAr}AAD{A{~B}Aaradaataaaaart}Af
CC1CCN(C(=O)Cc2cncc3ccccc23)CC1,5.73,63.424947145877375,AArAAD{A{~B}Aafadaataaaaaft}AAr
CCC(=O)N1CCCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.89,60.04228329809726,AAA{~B}DrAAAafaraaaafD{Aaraaaa{Z}ar}A{~B}Aaradaafaaaaarf
CCC(=O)Nc1cccc(N(Cc2ccccc2)C(=O)Cc2cncc3ccccc23)c1,4.55,88.37209302325581,AAA{~B}Daraaaa{D{Aafaaaaaf}A{~B}Aafadaataaaaaft}ar
CCC(=O)[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.34,92.81183932346724,AAA{~B}{A*H}rAAAADrA{~B}Aaradaafaaaaarf
CCC1(C)CCN(C(=O)Cc2cncc3ccccc23)CC1,6.13,54.96828752642707,AAAr{A}AAD{A{~B}Aafadaataaaaaft}AAr
CCC1CCN(C(=O)Cc2cncc3ccccc23)CC1,6.04,56.87103594080339,AAArAAD{A{~B}Aafadaataaaaaft}AAr
CCCCNC(=O)c1cnc([C@H](NC(=O)CCl)c2cccc(Cl)c2)s1,5.25,73.57293868921776,AAAADA{~B}arada{{A*H}{DA{~B}AZ}afaaaa{Z}af}fr
CCCCNC(=O)c1cnc([C@H](NC(=O)CCl)c2ccccc2)s1,4.72,84.77801268498943,AAAADA{~B}arada{{A*H}{DA{~B}AZ}afaaaaaf}fr
CCCN(CCc1cccs1)C(=O)Cc1cncc2ccccc12,4.68,85.62367864693447,AAAD{AAaraaafr}A{~B}Aaradaafaaaaarf
CCC[C@]1(Cc2ccccc2)CCCN1C(=O)Cc1cncc2ccccc12,5.1,76.74418604651163,AAA{A*}r{Aafaaaaaf}AAADrA{~B}Aaradaafaaaaarf
CCN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2)CC1,7.55,24.947145877378446,AADrAAD{afaaa{DA{~B}ADtAauaaa{Z}aau{A*H}{A{~B}Dauadaavaaaaauv}At}aaf}AAr
CCN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2F)CC1,7.43,27.48414376321354,AADrAAD{afaaa{DA{~B}ADtAauaaa{Z}aau{A*H}{A{~B}Dauadaavaaaaauv}At}aafG}AAr
CCNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,7.73,21.14164904862579,AADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afaa{Z}aaafAr~B
CCNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,7.48,26.42706131078224,AADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afaa{G}aaafAr~B
CCNS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21,6.67,43.55179704016914,AADE{~B}{~B}BAA{~B}DrAAD{Aafaaaa{Z}af}{A*H}fAE{~B}{~B}A{A*H}fr
CCO[C@@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.14,97.04016913319239,AAB{A**H}rAAAD{A{~B}Aafadaataaaaaft}Ar
CCO[C@@H]1C[C@@H](C)N(C(=O)Cc2cncc3ccccc23)[C@@H](C)C1,4.57,87.94926004228329,AAB{A**H}rA{A**H}{A}D{A{~B}Aafadaataaaaaft}{A**H}{A}Ar
CCO[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC)C(=O)c1ccc(Cl)cc12,7.37,28.75264270613108,AAB{A*H}rAD{afadaataaaaaft}A{~B}{A**}rfAD{AA{~B}DA}A{~B}araaa{Z}aarf
CCOc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,6.9,38.689217758985194,AABaraaa{ADA{~B}ADfAataaa{Z}aat{A*H}{A{~B}Datadaauaaaaatu}Af}aar
CCOc1cccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)c1,7.05,35.51797040169134,AABaraaaa{ADA{~B}ADfAataaa{Z}aat{A*H}{A{~B}Datadaauaaaaatu}Af}ar
CCOc1ccccc1CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,6.94,37.84355179704016,AABaraaaaarADA{~B}ADrAafaaa{Z}aaf{A*H}{A{~B}Dafadaataaaaaft}Ar
CCS(=O)(=O)N1CC2(C1)C(=O)N(c1cncc3ccccc13)C(=O)N2C,4.76,83.9323467230444,AAE{~B}{~B}DrAAf{Ar}A{~B}D{aradaataaaaart}A{~B}DfA
CCS(=O)(=O)N[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC)C(=O)c1ccc(Cl)cc12,6.87,39.323467230443974,AAE{~B}{~B}D{A*H}rAD{afadaataaaaaft}A{~B}{A**}rfAD{AA{~B}DA}A{~B}araaa{Z}aarf
CC[C@@H]1C[C@H](C)CCN1C(=O)Cc1cncc2ccccc12,5.64,65.3276955602537,AA{A**H}rA{A*H}{A}AADrA{~B}Aaradaafaaaaarf
CC[C@H](C(=O)Nc1cncc2ccccc12)c1cc(F)c(F)c(F)c1,6.11,55.39112050739957,AA{A*H}{A{~B}Daradaafaaaaarf}araa{G}a{G}a{G}ar
CC[C@H](C(=O)Nc1cncc2ccccc12)c1ccccc1,5.03,78.22410147991543,AA{A*H}{A{~B}Daradaafaaaaarf}araaaaar
CC[C@H](C)OC1CCN(C(=O)Cc2cncc3ccccc23)CC1,4.33,93.0232558139535,AA{A*H}{A}BArAAD{A{~B}Aafadaataaaaaft}AAr
CC[C@H](c1ccccc1)[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.92,80.54968287526428,AA{A*H}{araaaaar}{A*H}rAAADrA{~B}Aaradaafaaaaarf
CC[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.8100000000000005,82.8752642706131,AA{A*H}rAAAD{A{~B}Aafadaataaaaaft}Ar
CC[C@H]1CN(C(=O)Cc2cncc3ccccc23)C[C@@H]1c1ccc(OC)cc1,4.88,81.39534883720931,AA{A*H}rAD{A{~B}Aafadaataaaaaft}A{A**H}raraaa{BA}aar
CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)Cc1cncc2ccccc12,5.9799999999999995,58.13953488372095,AA{A*H}rA{A**H}{A{G}{G}G}AADrA{~B}Aaradaafaaaaarf
CC[C@H]1c2ccsc2CCN1C(=O)Cc1cncc2ccccc12,6.109999999999999,55.3911205073996,AA{A*H}rafaafafAADrA{~B}Aaradaafaaaaarf
CCc1cc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)on1,4.54,88.58350951374207,AAaraa{{A*H}fAAAADfA{~B}Aafadaataaaaaft}bdr
CCc1cc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)on1,4.25,94.71458773784356,AAaraa{{A*H}fAAADfA{~B}Aafadaataaaaaft}bdr
CCc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,6.99,36.78646934460888,AAaraaa{ADA{~B}ADfAataaa{Z}aat{A*H}{A{~B}Datadaauaaaaatu}Af}aar
CCc1ccc([C@H]2C[C@H](C)CCN2C(=O)Cc2cncc3ccccc23)o1,6.256666666666667,52.29034531360113,AAaraaa{{A*H}fA{A*H}{A}AADfA{~B}Aafadaataaaaaft}br
CCc1cccc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)c1,4.55,88.37209302325581,AAaraaaa{{A*H}fAAD{A{~B}Aatadaauaaaaatu}Af}ar
CCc1nc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)no1,4.2,95.77167019027483,AAarda{{A*H}fAAADfA{~B}Aafadaataaaaaft}dbr
CCn1ccc(CN(C(=O)Cc2cncc3ccccc23)c2ccc(C(C)C)cc2)n1,5.38,70.82452431289641,AAdraaa{AD{A{~B}Aafadaataaaaaft}afaaa{A{A}A}aaf}dr
CCn1ccnc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.14,97.04016913319239,AAdraadar{A*H}rAAAADrA{~B}Aaradaafaaaaarf
CCn1nccc1CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,7.28,30.655391120507403,AAdrdaaarADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afaa{G}aaafAr~B
CN(C(=O)Cc1cncc2ccccc12)[C@H](c1ccc(Cl)cc1)C1CC1,4.8,83.08668076109937,AD{A{~B}Aaradaafaaaaarf}{A*H}{araaa{Z}aar}ArAAr
CN(C)C(=O)CN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.21,74.4186046511628,AD{A}A{~B}AD{Aaraaaa{Z}ar}A{~B}Aaradaafaaaaarf
CN(C)C(=O)CN(Cc1ccccc1)C(=O)Cc1cncc2ccccc12,4.55,88.37209302325581,AD{A}A{~B}AD{Aaraaaaar}A{~B}Aaradaafaaaaarf
CN(C)C(=O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.55,88.37209302325581,AD{A}A{~B}{A*H}rAAAD{A{~B}Aafadaataaaaaft}Ar
CN(C)CCN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,4.67,85.83509513742072,AD{A}AAD{Aaraaaa{Z}ar}A{~B}Aaradaafaaaaarf
CN(C)[C@]1(C)CCN(C(=O)Cc2cncc3ccccc23)C1,4.19,95.98308668076109,AD{A}{A*}r{A}AAD{A{~B}Aafadaataaaaaft}Ar
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)nc1,6.5,47.14587737843553,AD{A}araaa{D{Aafaaaa{Z}af}A{~B}Aafadaataaaaaft}dar
CN(C)c1cccc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)c1,4.34,92.81183932346724,AD{A}araaaa{{A*H}fAAADfA{~B}Aafadaataaaaaft}ar
CN(CCc1ccccc1)C(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,6.01,57.50528541226216,AD{AAaraaaaar}A{~B}ADrAafaaa{Z}aaf{A*H}{A{~B}Dafadaataaaaaft}Ar
CN(CCc1ccccc1Cl)C(=O)Cc1cncc2ccccc12,4.56,88.16067653276956,AD{AAaraaaaarZ}A{~B}Aaradaafaaaaarf
CN(C[C@H]1CCCN1C(=O)Cc1cncc2ccccc12)c1ccccc1,4.91,80.76109936575052,AD{A{A*H}rAAADrA{~B}Aaradaafaaaaarf}araaaaar
CN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.23,73.99577167019027,AD{Aaraaaa{Z}ar}A{~B}Aaradaafaaaaarf
CN(c1ccccc1)[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C1,4.51,89.21775898520085,AD{araaaaar}{A*H}rAAD{A{~B}Aafadaataaaaaft}Ar
CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CN(Cc1ccccc1)C2,5.4,70.40169133192389,ADrA{~B}D{afadaataaaaaft}A{~B}ArfAD{Aaraaaaar}Af
CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)C1CC1)C2,4.74,84.3551797040169,ADrA{~B}D{afadaataaaaaft}A{~B}ArfAD{E{~B}{~B}ArAAr}Af
CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)c1ccccc1)C2,5.12,76.32135306553911,ADrA{~B}D{afadaataaaaaft}A{~B}ArfAD{E{~B}{~B}araaaaar}Af
CN1C(=O)N(c2cncc3ccccc23)C(=O)[C@@H]1Cc1ccccc1,4.06,98.73150105708245,ADrA{~B}D{afadaataaaaaft}A{~B}{A**H}rAaraaaaar
CN1C(=O)N(c2cncc3ccccc23)C(=O)[C@H]1Cc1ccccc1,4.06,98.73150105708245,ADrA{~B}D{afadaataaaaaft}A{~B}{A*H}rAaraaaaar
CN1C(=O)[C@]2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc21,5.21,74.4186046511628,ADrA{~B}{A*}f{AAD{atadaauaaaaatu}Af~B}afaa{Z}aaafr
CN1C(=O)c2ccc(Cl)cc2[C@]12CCCN(c1cncc3ccccc13)C2=O,5.57,66.8076109936575,ADrA{~B}afaaa{Z}aaf{A*}rfAAAD{aradaataaaaart}Af~B
CN1C(=O)c2ccc(Cl)cc2[C@]12CCN(c1cncc3ccccc13)C2=O,4.73,84.56659619450316,ADrA{~B}afaaa{Z}aaf{A*}rfAAD{aradaataaaaart}Af~B
CN1CC2(CCN(C(=O)Cc3cncc4ccccc34)CC2)c2ccccc21,4.54,88.58350951374207,ADrAAf{AAD{A{~B}Aatadaauaaaaatu}AAf}afaaaaafr
CN1CCC[C@H]2CCN(C(=O)Cc3cncc4ccccc34)C[C@H]21,4.37,92.17758985200847,ADrAAA{A*H}fAAD{A{~B}Aatadaauaaaaatu}A{A*H}fr
CN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2)CC1,6.69,43.12896405919661,ADrAAD{afaaa{DA{~B}ADtAauaaa{Z}aau{A*H}{A{~B}Dauadaavaaaaauv}At}aaf}AAr
CN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2F)CC1,7.24,31.501057082452434,ADrAAD{afaaa{DA{~B}ADtAauaaa{Z}aau{A*H}{A{~B}Dauadaavaaaaauv}At}aafG}AAr
CN1CCN(c2ccccc2NC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1,5.78,62.36786469344608,ADrAAD{afaaaaafDA{~B}ADfAataaa{Z}aat{A*H}{A{~B}Datadaauaaaaatu}Af}AAr
CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(C#N)ccc2C1=O,5.5,68.28752642706132,ADrA{A*H}{A{~B}Dafadaataaaaaft}afaa{A^D}aaafAr~B
CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(C(F)(F)F)ccc2C1=O,5.095000000000001,76.84989429175475,ADrA{A*H}{A{~B}Dafadaataaaaaft}afaa{A{G}{G}G}aaafAr~B
CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(C3CC3)ccc2C1=O,4.82,82.66384778012684,ADrA{A*H}{A{~B}Dafadaataaaaaft}afaa{AtAAt}aaafAr~B
CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(CC#N)ccc2C1=O,4.205,95.66596194503171,ADrA{A*H}{A{~B}Dafadaataaaaaft}afaa{AA^D}aaafAr~B
CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(CO)ccc2C1=O,4.34,92.81183932346724,ADrA{A*H}{A{~B}Dafadaataaaaaft}afaa{AB}aaafAr~B
CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,5.91,59.61945031712473,ADrA{A*H}{A{~B}Dafadaataaaaaft}afaa{Z}aaafAr~B
CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(F)ccc2C1=O,5.68,64.48202959830867,ADrA{A*H}{A{~B}Dafadaataaaaaft}afaa{G}aaafAr~B
CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2ccccc2C1=O,5.22,74.20718816067654,ADrA{A*H}{A{~B}Dafadaataaaaaft}afaaaaafAr~B
CN1C[C@H](Cc2ccccc2)N(C(=O)Cc2cncc3ccccc23)CC1=O,4.49,89.64059196617335,ADrA{A*H}{Aafaaaaaf}D{A{~B}Aafadaataaaaaft}AAr~B
CN1C[C@H]2[C@H](CCCN2C(=O)Cc2cncc3ccccc23)C1=O,4.05,98.94291754756871,ADrA{A*H}f{A*H}{AAADfA{~B}Aafadaataaaaaft}Ar~B
CN1C[C@]2(CCCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,5.98,58.13953488372093,ADrA{A*}f{AAAD{atadaauaaaaatu}Af~B}afaa{Z}aaafAr~B
CN1C[C@]2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,6.31,51.16279069767443,ADrA{A*}f{AAD{atadaauaaaaatu}Af~B}afaa{Z}aaafAr~B
CN1c2ccccc2N(CCNC(=O)c2cncc3ccccc23)S1(=O)=O,4.15,96.82875264270612,ADrafaaaaafD{AADA{~B}afadaataaaaaft}Er{~B}~B
CNC(=O)C1(N2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)CC1,8.04,14.587737843551823,ADA{~B}Ar{DfA{A**}t{A{~B}D{auadaavaaaaauv}A{A**H}tA}ataa{Z}aaatAf~B}AAr
CNC(=O)C1(N2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(F)ccc3C2=O)CC1,7.57,24.52431289640592,ADA{~B}Ar{DfA{A**}t{A{~B}D{auadaavaaaaauv}A{A**H}tA}ataa{G}aaatAf~B}AAr
CNC(=O)C1(N2C[C@@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1,4.4,91.54334038054968,ADA{~B}Ar{DfA{A**}t{AAD{auadaavaaaaauv}At~B}ataa{Z}aaatAf~B}AAr
CNC(=O)C1(N2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1,7.54,25.1585623678647,ADA{~B}Ar{DfA{A*}t{AAD{auadaavaaaaauv}At~B}ataa{Z}aaatAf~B}AAr
CNC(=O)CN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.36,71.24735729386892,ADA{~B}AD{Aaraaaa{Z}ar}A{~B}Aaradaafaaaaarf
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2c(F)cccc2C1=O,4.38,91.96617336152221,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afa{G}aaaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,7.87,18.181818181818187,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2ccc(F)cc2C1=O,6.28,51.7970401691332,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afaaa{G}aafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cccc(F)c2C1=O,5.89,60.04228329809726,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afaaaa{G}afAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2ccccc2C1=O,6.48,47.56871035940803,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afaaaaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cnccc2C1=O,5.59,66.38477801268499,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afadaaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CC#N)c2cc(Cl)ccc2C1=O,7.41,27.90697674418605,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fAA^D}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CC#N)c2cc(F)ccc2C1=O,6.77,41.437632135306565,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fAA^D}afaa{G}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CCl)c2cc(Cl)ccc2C1=O,8.14,12.473572938689214,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fAZ}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CF)c2cc(Cl)ccc2C1=O,7.51,25.792811839323477,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fAG}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccc(Cl)nn2)c2cc(Cl)ccc2C1=O,7.45,27.06131078224102,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafaaa{Z}ddf}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccccc2)c2cc(Cl)ccc2C1=O,8.46,5.708245243128954,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafaaaaaf}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccn[nH]2)c2cc(Cl)ccc2C1=O,8.1,13.319238900634264,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafaad{dH}f}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccnc(C)n2)c2cc(Cl)ccc2C1=O,7.5,26.00422832980973,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafaada{A}df}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccncn2)c2cc(Cl)ccc2C1=O,7.65,22.832980972515855,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafaadadf}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cn[nH]c2)c2cc(Cl)ccc2C1=O,7.21,32.135306553911214,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafad{dH}af}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cnc(C)s2)c2cc(Cl)ccc2C1=O,8.45,5.9196617336152455,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafada{A}ff}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cnccn2)c2cc(Cl)ccc2C1=O,7.09,34.672304439746306,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafadaadf}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cncs2)c2cc(Cl)ccc2C1=O,8.73,0.0,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafadaff}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cnn(C)c2)c2cc(Cl)ccc2C1=O,8.0,15.433403805496836,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafadd{A}af}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ncncn2)c2cc(Cl)ccc2C1=O,7.96,16.279069767441868,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafdadadf}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2nncs2)c2cc(Cl)ccc2C1=O,8.16,12.050739957716706,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADafddaff}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2scnc2C)c2cc(Cl)ccc2C1=O,8.38,7.399577167019019,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fADaffadafA}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COC(C)C)c2cc(Cl)ccc2C1=O,6.94,37.84355179704016,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fABA{A}A}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COC(C)C)c2cc(F)ccc2C1=O,6.73,42.28329809725158,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fABA{A}A}afaa{G}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COC)c2cc(Cl)ccc2C1=O,7.54,25.1585623678647,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fABA}afaa{Z}aaafAr~B
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COC2CCC2)c2cc(Cl)ccc2C1=O,8.18,11.6279069767442,ADA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fABAfAAAf}afaa{Z}aaafAr~B
