smiles,u0_atom,transformed_solubility,transformed_smiles
CC=CC(O)CO,-1655.09,69.95669009355835,AA~AA{B}AB
CCC(N)C(C)C,-2062.03,92.7274049867944,AAA{D}A{A}A
CCCS(N)(=O)=O,-1057.9,36.540355432203775,AAAE{D}{~B}~B
CCc1nncs1,-1589.87,66.30724293835891,AAarddasr
C1CC2NC2CN1,-1655.11,69.95780921258786,ArAAsDAsADr
CC(C)C1(C)CN1,-1908.14,84.11634361430684,AA{A}Ar{A}ADr
C=COC(C)CC,-1846.9,80.68960114597789,A~ABA{A}AA
C#CC(C)C(C)=O,-1566.1,64.97716997179819,A^AA{A}A{A}~B
Cc1cc[nH]c1N,-1777.55,76.80905591118672,Aaraa{dH}arD
CC1=CC=CCO1,-1585.29,66.05096468060343,AAr~AA~AABr
C#CC1OCC1=O,-1212.78,45.2068131966516,A^AArBAAr~B
CC1(C)OC1(C)C,-1849.7,80.8462778101079,AAr{A}BAr{A}A
C=CN(C=O)OC,-1366.32,53.798289986122924,A~AD{A~B}BA
CC1CCC1(C)C,-2047.33,91.9048525001119,AArAAAr{A}A
C#CC(CN)NC,-1625.64,68.30878732261965,A^AA{AD}DA
CCC1COC1,-1545.47,63.822798692868986,AAArABAr
C=CC(C)(C)C,-1751.53,75.35308205380724,A~AA{A}{A}A
CC(C)C(O)C#N,-1600.25,66.88806571466941,AA{A}A{B}A^D
C=CCN1CC1C,-1782.46,77.08379963292896,A~AADrAArA
CC1NCC1CO,-1710.53,73.0588880433323,AArDAArAB
C#CC(O)CCC,-1691.42,71.98956981064507,A^AA{B}AAA
[CH2][N]N1CC(=O)C1,-1296.98,49.9183043108465,{AHs}{D}DrAA{~B}Ar
CNCC#N,-1070.7,37.256591611083756,ADAA^D
C#CC(O)CCO,-1490.91,60.769841980393046,A^AA{B}AAB
C=CC1CCOC1,-1714.98,73.30789202739604,A~AArAABAr
CCC(C)(O)CC,-1995.56,89.00801289225122,AAA{A}{B}AA
CN(C)CCC#N,-1660.33,70.24989927928735,AD{A}AAA^D
C#CC(=C)C,-1157.45,42.11077040153991,A^AA{~A}A
OC1(C2CN2)CC1,-1558.91,64.57484668069297,BAr{AsADs}AAr
CC=C(C)C(C)=O,-1730.64,74.18416222749454,AA~A{A}A{A}~B
CC#CC(=O)C#N,-1167.84,42.69215273736514,AA^AA{~B}A^D
C1=NN2CC2C1,-1206.68,44.8654818926541,Ar~DDsAAsAr
CC1C(C)C1(C)N,-1916.61,84.59029052330007,AArA{A}Ar{A}D
C1=NNC2CCC12,-1512.4,61.97233537759077,Ar~DDAsAAArs
C=CCC(O)CN,-1710.57,73.0611262813913,A~AAA{B}AD
C=CC#CC1CN1,-1770.84,76.43359147678947,A~AA^AArADr
C=C(C)C(=N)NC,-1665.71,70.55094229822285,A~A{A}A{~D}DA
C=C1C=CC2OC12,-1425.03,57.08346389722011,A~ArA~AAsBArs
Nc1ccc(N)s1,-1241.52,46.81498724204307,Daraaa{D}sr
Cc1nnc(C)s1,-1400.16,55.691839384036896,Aardda{A}sr
[CH2][N]OCC1CO1,-1341.11,52.387640449438194,{AHs}{D}BAArABr
CC(=O)C1CCC1,-1719.24,73.54626438067953,AA{~B}ArAAAr
CC1(C)CCC1,-1751.01,75.32398495904025,AAr{A}AAAr
[CH2][N]N1CC1C=O,-1289.21,49.48352656788576,{AHs}{D}DrAArA~B
C#CC(C)=C(C)C,-1754.54,75.521509467747,A^AA{A}~A{A}A
N#Cc1cn[nH]c1,-1159.08,42.20197860244416,D^Aarad{dH}ar
O=C1CCC=CN1,-1359.29,53.404919647253685,B~ArAAA~ADr
NCC#CCCN,-1636.51,68.91702851515288,DAA^AAAD
C#CC1OC=NO1,-1070.27,37.23253055194951,A^AArBA~DBr
C=C(C)CC(C)C,-2050.47,92.0805541877434,A~A{A}AA{A}A
C[CH][N][N][CH]CC,-1649.78,69.65956399122612,A{AH}{D}{D}{AH}AA
CCC#CCCN,-1768.22,76.28698688392498,AAA^AAAD
CCC(=O)C(N)=O,-1435.09,57.6463807690586,AAA{~B}A{D}~B
CC(=O)C(C)O,-1373.15,54.18046913469718,AA{~B}A{A}B
CCC1(N)CCC1,-1680.42,71.37405434442007,AAAr{D}AAAr
CS(=O)(=O)CCO,-1220.93,45.66285420117284,AE{~B}{~B}AAB
CCC(C=O)=CN,-1603.19,67.05257621200592,AAA{A~B}~AD
NCc1ccsn1,-1051.63,36.18951161645553,DAaraasdr
C=CC#CC(C)O,-1554.79,64.34430816061595,A~AA^AA{A}B
CC1CC(=O)N1O,-1379.28,54.523479117238914,AArAA{~B}DrB
CC1=C(C)CNC1,-1240.76,46.77246071892207,AAr~A{A}ADAr
O=C(O)C1CCN1,-1407.7,56.113747258158384,B~A{B}ArAADr
CC(=O)C1CO1,-1219.91,45.605779130668346,AA{~B}ArABr
COC1(C)CC1C,-1837.65,80.17200859483415,ABAr{A}AArA
C1=CCON=CC1,-1423.05,56.97267111329961,Ar~AABD~AAr
C=CC1NCC1C,-1519.95,62.39480281122702,A~AArDAArA
CC=C1C=NNC1,-1407.22,56.08688840145038,AA~ArA~DDAr
CC1CC(O)C1C,-1848.0,80.75115269260039,AArAA{B}ArA
N#CC1=NNCC1,-1268.82,48.34258471731054,D^AAr~DDAAr
O=Cc1ccsc1,-1118.32,39.921214020323205,B~Aaraasar
CC(C)NCC=O,-1726.58,73.95698106450601,AA{A}DAA~B
C1=CCNN=CC1,-1509.52,61.81118223734276,Ar~AADD~AAr
N#CC=CN1CC1,-1375.43,54.30804870406017,D^AA~ADrAAr
CNCC(=O)C#N,-1329.48,51.73687273378397,ADAA{~B}A^D
NC(=O)C=CCO,-1417.07,56.63805452347912,DA{~B}A~AAB
C=CC#C[CH][N]O,-1560.54,64.6660548815972,A~AA^A{AH}{D}B
C=C1CC=CC1N,-1651.43,69.75189131115987,A~ArAA~AArD
C#CCCCCC,-1891.76,83.19978512914633,A^AAAAAA
CC(O)CNC=N,-1608.25,67.3357133264694,AA{B}ADA~D
N#CC=C(N)C=O,-1344.87,52.59803482698419,D^AA~A{D}A~B
CNC1(C)CCC1,-1908.05,84.11130757867407,ADAr{A}AAAr
CC(N)C1CC1C,-1918.51,84.69660683110256,AA{D}ArAArA
CCNCC(C)C,-2058.35,92.52148708536639,AADAA{A}A
CC(C)C(C)(C)O,-1995.55,89.00745333273647,AA{A}A{A}{A}B
C#CC(C)(C)OC,-1679.87,71.34327857110881,A^AA{A}{A}BA
[CH2][N][N][CH]CC#N,-1248.43,47.201642866735305,{AHs}{D}{D}{AH}AA^D
O=C[CH]C=C[N]O,-2191.74,99.98545145261649,B~A{AH}A~A{D}B
[CH2][N]OCC1CN1,-1412.57,56.38625274184162,{AHs}{D}BAArADr
CC(C#N)=CCO,-1460.27,59.055351627199066,AA{A^D}~AAB
C=C(C)C1CO1,-1401.11,55.74499753793813,A~A{A}ArABr
C=CCC=CC,-1609.19,67.38831192085591,A~AAA~AA
CC1CCC(C)C1,-2066.04,92.95178835220915,AArAAA{A}Ar
C1CC(C2CC2)C1,-1913.07,84.39220645507856,ArAA{AsAAs}Ar
C#CC1CN1CC,-1607.48,67.29262724383365,A^AArADrAA
C#CC=CCNC,-1615.78,67.75706164107616,A^AA~AADA
S=C1NCCCN1,-1547.55,63.93918707193698,E~ArDAAADr
C1=CC2C=CC1O2,-1423.73,57.010721160302616,Ar~AAsA~AArBs
C=C1C=NNC1C,-1519.72,62.38193294238776,A~ArA~DDArA
CC(C#N)N1CC1,-1513.99,62.06130534043602,AA{A^D}DrAAr
CC=CC(N)=O,-1324.45,51.45541429786472,AA~AA{D}~B
CN(C)C(C)(C)C,-2048.32,91.96024889207217,AD{A}A{A}{A}A
C=C(C=CC)CN,-1658.01,70.12008147186536,A~A{A~AA}AD
CCC1CC1,-1453.58,58.681006311831325,AAArAAr
CCC(C)(C)CO,-1991.71,88.79258247907248,AAA{A}{A}AB
CCC1CC(N)C1,-1681.39,71.42833161735084,AAArAA{D}Ar
C#CC1CCO1,-1243.86,46.94592416849456,A^AArAABr
C=C(NC=N)OC,-1460.0,59.04024352030081,A~A{DA~D}BA
CC1CN=CNO1,-1444.08,58.14942477281883,AArAD~ADBr
CN1CC(C)(C)C1,-1908.95,84.16166793500159,ADrAA{A}{A}Ar
C[CH][N]N1CC1C,-1628.75,68.48281033170687,A{AH}{D}DrAArA
CC=CCCCO,-1849.77,80.85019472671114,AA~AAAAB
C=C(C)COC=O,-1532.34,63.08809705000224,A~A{A}ABA~B
C=Cc1cnsn1,-1305.81,50.412395362370745,A~Aaradsdr
CCNCC=O,-1429.46,57.33134876225436,AADAA~B
CCNCCN,-1632.24,68.67809660235464,AADAAD
CCS(=O)(=O)C=O,-1793.06,77.67693271856393,AAE{~B}{~B}A~B
[NH][C]1CCC2CN12,-1524.31,62.638770759657994,{DH}{A}rAAAsADrs
CC1NC1CCO,-1717.86,73.46904516764404,AArDArAAB
C#CCC(=C)C,-1452.75,58.634562872107075,A^AAA{~A}A
C=C(C#N)CC=O,-1324.75,51.472201083307226,A~A{A^D}AA~B
COC(=O)C1CN1,-1396.67,55.496553113389155,ABA{~B}ArADr
OC12COC(C1)C2,-1504.8,61.547070146380776,BArsABA{Ar}As
NC(=O)CCC=O,-1290.35,49.54731635256725,DA{~B}AAA~B
C1C2NC1C1NC21,-1478.67,60.084941134339054,ArAsDArArDAsr
CCC(C)(N)CC,-2063.28,92.79734992613815,AAA{A}{D}AA
N#CC1CNC1=O,-1347.54,52.74743721742245,D^AArADAr~B
C#CCC(O)C#N,-1457.41,58.89531760598059,A^AAA{B}A^D
C#CCC1CC1C,-1541.79,63.61688079144098,A^AAArAArA
C=CCNC1CC1,-1766.88,76.21200590894848,A~AADArAAr
CC(C)C(C)CN,-1494.07,60.94666278705404,AA{A}A{A}AD
CC(=N)NC(C)C,-1810.76,78.66735305967143,AA{~D}DA{A}A
C#CC1=NOCO1,-1072.55,37.3601101213125,A^AAr~DBABr
CCON(C)C=O,-1510.16,61.846994046286774,AABD{A}A~B
C#CCOC(N)=O,-1342.73,52.4782890908277,A^AABA{D}~B
CO[N]C=C[CH]N,-1437.73,57.79410448095259,AB{D}A~A{AH}D
C=C1CC2CN2C1,-1638.57,69.03229777519137,A~ArAAsADsAr
NC1CCC1N,-1484.15,60.391579748422046,DArAAArD
Nc1cocc1O,-1270.29,48.424839965978784,DarabaarB
CC1CN(C)C=N1,-1670.53,70.82064998433235,AArAD{A}A~Dr
COC(C)CCN,-1854.28,81.10255606786339,ABA{A}AAD
CNC(C)COC,-1849.75,80.84907560768164,ADA{A}ABA
COCCNC=O,-1542.99,63.68402793321099,ABAADA~B
C1CCC2OC2C1,-1673.84,71.00586418371458,ArAAAsBAsAr
[O]S1([O])CC=CO1,-1804.84,78.33609382693943,{B}Er{{B}}AA~ABr
CC(O)C1CN1C,-1713.11,73.20325439813779,AA{B}ArADrA
C1NC1CC1CN1,-1633.76,68.76314964859664,ArDArAArADr
CNc1ccsn1,-1320.32,51.22431621827298,ADaraasdr
C=C1NC(=O)CO1,-1291.06,49.587045078114514,A~ArDA{~B}ABr
[CH2]C(C=C)=C[N]O,-1266.38,48.20605219571155,{AHs}A{A~A}~A{D}B
c1ccsc1,-977.67,32.05100944536461,araasar
CCCC1(O)CC1,-1847.87,80.74387841890862,AAAAr{B}AAr
C=CC(N)CO,-1424.98,57.080666099646365,A~AA{D}AB
C=CCC(C)NC,-1911.24,84.28980706387932,A~AAA{A}DA
NC1C=COC=C1,-1456.81,58.86174403509557,DArA~ABA~Ar
CC[CH][N]NC,-1481.64,60.251130310219814,AA{AH}{D}DA
CC1(C=O)CNC1,-1575.44,65.4997985585747,AAr{A~B}ADAr
C=C1CCC(C)C1,-1924.23,85.01667487353956,A~ArAAA{A}Ar
CC1C2C=NNC12,-1510.88,61.887282331348764,AArAsA~DDArs
C1C2NC1C1CC21,-1613.83,67.6479475356999,ArAsDArArAAsr
O=C1C2C=CC1C2,-1429.63,57.34086127400511,B~ArAsA~AArAs
CCO[CH][N]NC,-1579.2,65.71019293612069,AAB{AH}{D}DA
C1NC2COCC12,-1539.65,63.49713505528448,ArDAsABAArs
C#CC(OC)OC,-1475.1,59.8851783875733,A^AA{BA}BA
[NH][C]1OCC2CN12,-1329.06,51.71337123416447,{DH}{A}rBAAsADrs
COCC1COC1,-1632.86,68.71278929226914,ABAArABAr
C1C2NC3CC3C12,-1534.8,63.22574869063074,ArAsDAtAAtArs
CC=CC(O)C=O,-1522.61,62.5436456421505,AA~AA{B}A~B
NCCNCCO,-1269.07,48.35657370517929,DAADAAB
CC(C=O)NC=O,-1422.4,56.93629974484087,AA{A~B}DA~B
CC1CONC1=O,-1390.28,55.1389945834639,AArABDAr~B
CC1OC1CO,-1350.52,52.914185952817945,AArBArAB
O=CC1CCC1O,-1517.85,62.2772953131295,B~AArAAArB
CC1=NOC(C)C1,-1582.2,65.87806079054569,AAr~DBA{A}Ar
C=CC(C)CN,-1621.45,68.0743318859394,A~AA{A}AD
CCCOCC#N,-1590.46,66.34025694972918,AAABAA^D
CCC1CNC1=O,-1610.96,67.48735395496665,AAArADAr~B
Cc1csnc1C,-1255.56,47.60060880075205,AarasdarA
CC(C)(C)CO,-1697.69,72.34041362639331,AA{A}{A}AB
NCCCCCO,-1862.87,81.58321769103361,DAAAAAB
C#CCCC#C,-1294.93,49.803594610322754,A^AAAA^A
CC(=O)NCCN,-1629.05,68.49959711714938,AA{~B}DAAD
CS(=O)(=O)CC=O,-1927.48,85.1985317158333,AE{~B}{~B}AA~B
O[N][CH]C1COC1,-1426.54,57.16795738394736,B{D}{AH}ArABAr
COC=C(C)C,-1550.24,64.08970858140474,ABA~A{A}A
C=COC1CC1C,-1696.44,72.27046868704956,A~ABArAArA
NCCC1CC1N,-1786.7,77.32105286718297,DAAArAArD
Cc1cocc1O,-1402.8,55.839563095930885,AarabaarB
OCC1NC1CO,-1920.36,84.80012534133131,BAArDArAB
C#CC1OC=CO1,-1208.76,44.9818702717221,A^AArBA~ABr
N#CC1CCC1,-1359.05,53.39149021889968,D^AArAAAr
OC1C=COC=C1,-1390.24,55.1367563454049,BArA~ABA~Ar
OC1CN=CNC1,-1304.91,50.36203500604326,BArAD~ADAr
CC=CC(=O)C=O,-1393.27,55.30630287837415,AA~AA{~B}A~B
N#CC1CN1C=O,-1356.0,53.22082456690094,D^AArADrA~B
C1C2OC3CC3C12,-1454.58,58.73696226330632,ArAsBAtAAtArs
COCC1CN1C,-1698.26,72.37230851873406,ABAArADrA
CCC1CC=CO1,-1723.64,73.79247056716954,AAArAA~ABr
N=CNOC1CC1,-1799.49,78.0367294865482,D~ADBArAAr
OC1C2CCC1N2,-1582.51,65.89540713550295,BArAsAAArDs
N#CC#CC#N,-785.04,21.272214512735577,D^AA^AA^D
CC1OC1CCN,-1714.85,73.30061775370429,AArBArAAD
CC(C)N1CCC1,-1908.46,84.13424951877882,AA{A}DrAAAr
CCC1CC(O)C1,-1846.69,80.67785039616814,AAArAA{B}Ar
CCOC1COC1,-1635.13,68.83980930211737,AABArABAr
COC1(CO)CC1,-1638.17,69.00991539460138,ABAr{AB}AAr
C1CC2(CC2)CO1,-1712.54,73.17135950579703,ArAAs{AAs}ABr
[CH2][N]NCCC#N,-1383.77,54.774721339361655,{AHs}{D}DAAA^D
CN1CCC1CO,-1707.83,72.90780697434978,ADrAAArAB
C=Cn1cccc1,-1534.34,63.20000895295224,A~Adraaaar
CCCCCC,-1895.91,83.4320023277676,AAAAAA
C=C1C=CC(N)C1,-1657.66,70.10049688884911,A~ArA~AA{D}Ar
CCCC(C)(C)N,-2064.75,92.8796051748064,AAAA{A}{A}D
COC(C)C=O,-1356.29,53.23705179282869,ABA{A}A~B
NCC1CCNC1,-1802.11,78.18333407941269,DAArAADAr
CCCC[CH][N]N,-1780.07,76.95006490890371,AAAA{AH}{D}D
C#CC(O)C1CN1,-1567.71,65.06725905367296,A^AA{B}ArADr
CC1C=NNC1=O,-1352.8,53.041765522180945,AArA~DDAr~B
C=CN(O)[CH][N]C,-1429.97,57.35988629750661,A~AD{B}{AH}{D}A
NCCNC1CC1,-1780.74,76.98755539639197,DAADArAAr
CCC(CN)CN,-1930.47,85.36584001074355,AAA{AD}AD
COc1ccns1,-1234.45,46.41937866511483,ABaraadsr
C=CC#CC(N)=O,-1615.44,67.73803661757465,A~AA^AA{D}~B
C=C1CCOC1=O,-1413.17,56.419826312726634,A~ArAABAr~B
C=CC(=N)NOC,-1424.56,57.057164600026866,A~AA{~D}DBA
N#CC=CC=O,-1032.07,35.095013205604545,D^AA~AA~B
CC(C)C1(C)CC1,-2046.73,91.87127892922692,AA{A}Ar{A}AAr
CC(=O)CCCO,-1669.79,70.77924258024083,AA{~B}AAAB
N#CCCC(N)=O,-1419.2,56.75724070012087,D^AAAA{D}~B
C#CC1NC1CO,-1321.91,51.31328618111824,A^AArDArAB
CNC1=NCCO1,-1484.45,60.40836653386455,ADAr~DAABr
CC1C=COCC1,-1726.01,73.92508617216528,AArA~ABAAr
Cc1sccc1O,-1248.5,47.20555978333856,AarsaaarB
C#CC(C)=CCO,-1552.1,64.19378665114822,A^AA{A}~AAB
CC1=CCN(C)C1,-1784.7,77.20914096423297,AAr~AAD{A}Ar
CCc1ccns1,-1303.42,50.27866063834551,AAaraadsr
COC=CCCO,-1646.55,69.47882626796186,ABA~AAAB
C=C1C=NOC1=O,-1122.37,40.147835623796944,A~ArA~DBAr~B
CNCC1CC1,-1613.82,67.64738797618516,ADAArAAr
CC1=CC=CC1=O,-1458.24,58.94176104570483,AAr~AA~AAr~B
[CH2][N]N(C)CCC,-1763.12,76.00161153140247,{AHs}{D}D{A}AAA
C#CC(C=O)C=O,-1222.68,45.76077711625409,A^AA{A~B}A~B
C1CCNC1,-1339.0,52.26957339182596,ArAADAr
CC=CC(C)(C)N,-1352.79,53.04120596266619,AA~AA{A}{A}D
C1CN(C2CC2)C1,-1761.93,75.93502394914725,ArAD{AsAAs}Ar
CN(C)C1CCC1,-1901.27,83.73192622767358,AD{A}ArAAAr
COC(C)=CC=O,-1523.55,62.596244236537004,ABA{A}~AA~B
CN(C)CCO,-1557.42,64.49147231299521,AD{A}AAB
C#CC(C)(C)CO,-1693.0,72.07798021397555,A^AA{A}{A}AB
N[N][CH]C1CC1O,-1428.52,57.278750167867855,D{D}{AH}ArAArB
C=CC(=O)CO,-1230.43,46.19443574018533,A~AA{~B}AB
C=CC(C)(O)CC,-1851.37,80.93972424907112,A~AA{A}{B}AA
CC=CC#CCC,-1758.38,75.73638032141099,AA~AA^AAA
NC1CCNCC1,-1807.38,78.47822194368594,DArAADAAr
CC1CCC1(C)O,-1852.75,81.01694346210664,AArAAAr{A}B
CC1=NNCC1C,-1767.17,76.22823313487623,AAr~DDAArA
O=CC1C=CC=C1,-1451.79,58.580845158691076,B~AArA~AA~Ar
CC1=NN=CC1=O,-1186.31,43.725659161108375,AAr~DD~AAr~B
CC1C(O)C1CO,-1644.06,69.33949594878911,AArA{B}ArAB
CC1CC1(N)CO,-1717.52,73.45002014414254,AArAAr{D}AB
C=CN(C=N)OC,-1423.76,57.01239983884686,A~AD{A~D}BA
C#CC1CC(C)C1,-1909.13,84.17174000626707,A^AArAA{A}Ar
C=CC(=C)C(=C)C,-1763.71,76.03462554277273,A~AA{~A}A{~A}A
O=S1(=O)C=CCN1,-1227.74,46.04391423071758,B~Er{~B}A~AADr
NCCC1CCO1,-1714.74,73.29446259904205,DAAArAABr
CC1CCC1=O,-1428.79,57.29385827476611,AArAAAr~B
OC1C=CCC1O,-1528.39,62.86707104167601,BArA~AAArB
CC=C1C=CC=C1,-1650.02,69.67299341958011,AA~ArA~AA~Ar
CCCCOCC,-1986.54,88.50329020994674,AAAABAA
CC1=COCCO1,-1522.68,62.54756255875376,AAr~ABAABr
C=COCCO,-1348.73,52.814024799677696,A~ABAAB
C#CCN(C)C=O,-1441.28,57.99274810868885,A^AAD{A}A~B
N[N][CH]C1CCO1,-1430.95,57.414723129952115,D{D}{AH}ArAABr
OC12CCN(C1)C2,-1582.13,65.87414387394243,BArsAAD{Ar}As
CN(C=O)CCN,-1615.98,67.76825283137114,AD{A~B}AAD
C#CCC(O)CC,-1695.41,72.21283405703032,A^AAA{B}AA
C#CC#CCOC,-1375.19,54.29461927570617,A^AA^AABA
CC1CC(=O)N1N,-1467.52,59.4610322753928,AArAA{~B}DrD
C=CC1=N[N]O[CH]1,-1177.01,43.20526881239089,A~AAr~D{D}B{AH}r
Nc1csc(N)c1,-1179.66,43.35355208379964,Darasa{D}ar
O=CC1CCO1,-1213.03,45.22080218452035,B~AArAABr
CCC(=O)N1CC1,-1588.76,66.24513183222169,AAA{~B}DrAAr
C=CC(=O)C=CC,-1584.59,66.01179551457093,A~AA{~B}A~AA
CC1OCCCO1,-1662.11,70.34950087291284,AArBAAABr
CCCO[CH][N]N,-1584.06,65.98213886028918,AAAB{AH}{D}D
OC1C=CC(O)C1,-1527.11,62.795447423788,BArA~AA{B}Ar
NC1CNC(=O)C1,-1503.21,61.45810018353553,DArADA{~B}Ar
CCC(O)C=O,-1369.63,53.98350418550518,AAA{B}A~B
C#CCOCC#N,-1285.86,49.29607413044451,A^AABAA^D
C#CC1CO1,-945.61,30.257061641076145,A^AArABr
C=COC(=O)CN,-1310.73,50.68769864362774,A~ABA{~B}AD
Cc1ccns1,-1149.68,41.67599265857917,Aaraadsr
COC=CCO,-1349.47,52.8554322037692,ABA~AAB
C=COCC(=C)C,-1702.77,72.6246698598863,A~ABAA{~A}A
C=CS(=O)(=O)C=C,-1564.18,64.86973454496622,A~AE{~B}{~B}A~A
CN(C)C(=O)CO,-1549.52,64.04942029634272,AD{A}A{~B}AB
CC1CCC1C#N,-1302.61,50.23333631765074,AArAAArA^D
CCCN,-1174.99,43.09223779041139,AAAD
CC(C=O)C=O,-1232.07,46.28620350060433,AA{A~B}A~B
C1=NN=CC2CC12,-1370.15,54.01260128027218,Ar~DD~AAsAArs
CCC(=O)C=O,-1236.4,46.52849277049108,AAA{~B}A~B
CC(C)CNC=N,-1805.44,78.36966739782444,AA{A}ADA~D
COC1CC1C#N,-1444.69,58.18355790321859,ABArAArA^D
N#CCN1CC1,-1216.27,45.402099467299344,D^AADrAAr
OC1C2C=CC1O2,-1345.71,52.6450378262232,BArAsA~AArBs
CC#CC(=O)C=O,-1233.27,46.35335064237432,AA^AA{~B}A~B
CC=C(C)C(=O)O,-1545.57,63.828394288016476,AA~A{A}A{~B}B
CN1CCC=N1,-1357.4,53.299162898965946,ADrAAA~Dr
CCCC(C)C#N,-1802.15,78.1855723174717,AAAA{A}A^D
CC1(C2CN2)CN1,-1653.74,69.88114955906711,AAr{AsADs}ADr
CC1CC2CC1N2,-1772.93,76.55053941537224,AArAAsAArDs
CC(N)CC(=O)O,-1565.9,64.96597878150321,AA{D}AA{~B}B
Oc1cc[nH]c1,-1185.2,43.66354805497113,Baraa{dH}ar
C=C1C=CC2CC12,-1515.59,62.15083486279601,A~ArA~AAsAArs
CC(C)C(=O)C=O,-1532.01,63.069631586015504,AA{A}A{~B}A~B
O=CC1=COCC1,-1399.24,55.64035990867989,B~AAr~ABAAr
C=CC(C)CC=O,-1715.74,73.35041855051703,A~AA{A}AA~B
C#CC(N)C(C)C,-1760.97,75.88130623573123,A^AA{D}A{A}A
C=C1C=CC2NC12,-1657.9,70.1139263172031,A~ArA~AAsDArs
CC(C)(C)C1CC1,-2044.98,91.77335601414568,AA{A}{A}ArAAr
CC1C2C=CCN12,-1640.68,69.15036483280363,AArAsA~AADrs
CCC1C=CCC1,-1923.88,84.9970902905233,AAArA~AAAr
CCCNC(C)=N,-1809.31,78.58621693003266,AAADA{A}~D
CCCC=CC=O,-1723.63,73.79191100765478,AAAA~AA~B
CC#CCCO,-1402.56,55.82613366757689,AA^AAAB
CCC1C=CCN1,-1420.19,56.81263709208112,AAArA~AADr
C=C1CNCCO1,-1587.82,66.19253323783518,A~ArADAABr
CNCCC1CN1,-1776.93,76.77436322127224,ADAAArADr
CCC(N)C1CO1,-1712.32,73.15904919647254,AAA{D}ArABr
Cc1cc(O)on1,-1265.8,48.17359774385604,Aaraa{B}bdr
CC1C=CCOC1,-1720.47,73.61509020099378,AArA~AABAr
CC[CH][N]NCC,-1779.04,76.89243027888446,AA{AH}{D}DAA
CC1CS(=O)(=O)C1,-1229.6,46.14799230046107,AArAE{~B}{~B}Ar
Cc1ccsc1,-1276.1,48.74994404404852,Aaraasar
C#CC1(C)CCC1,-1373.02,54.17319486100542,A^AAr{A}AAAr
C=CO[CH][N]NC,-1433.09,57.534468866108604,A~AB{AH}{D}DA
CC(O)CCN,-1572.56,65.33864541832669,AA{B}AAD
C#CCC(C)C,-1596.57,66.68214781324141,A^AAA{A}A
CNC(=N)C1CO1,-1455.76,58.802990286046835,ADA{~D}ArABr
CC1C=NNCC1,-1763.68,76.0329468642285,AArA~DDAAr
C#CC=C(C)OC,-1547.88,63.95765253592373,A^AA~A{A}BA
OCc1cn[nH]c1,-1125.81,40.340324096870944,BAarad{dH}ar
NCCC#CCO,-1566.03,64.97325305519496,DAAA^AAB
C=C(C)C(C)OC,-1842.76,80.4579435068714,A~A{A}A{A}BA
C#CC(C=C)NC,-1608.42,67.34522583822016,A^AA{A~A}DA
OC1C2C=CC1N2,-1309.33,50.60936031156274,BArAsA~AArDs
CCOC(C)CO,-1789.95,77.50290970947673,AABA{A}AB
CN=C(CO)NC,-1600.69,66.91268633331842,AD~A{AB}DA
NC1(CO)CNC1,-1583.17,65.93233806347644,DAr{AB}ADAr
[CH]1C=N[C]2CCN12,-1389.73,55.10821881015265,{AH}rA~D{A}sAADrs
C#CC1C(N)C1N,-1489.33,60.68143157706253,A^AArA{D}ArD
C#CC(C)C(N)=O,-1457.69,58.910985272393575,A^AA{A}A{D}~B
CC1C=CC=C1,-1489.69,60.70157571959354,AArA~AA~Ar
C=CC(N)C(=O)O,-1414.1,56.47186534759837,A~AA{D}A{~B}B
CCC(C)(C)O,-1700.91,72.52059179014282,AAA{A}{A}B
CNC1C(C)C1O,-1710.44,73.05385200769955,ADArA{A}ArB
CCC(O)C(C)C,-1993.9,88.91512601280273,AAA{B}A{A}A
C#C[CH]C=C[N]O,-1261.74,47.94641658086754,A^A{AH}A~A{D}B
NC(=O)CC1CO1,-1320.33,51.22487577778773,DA{~B}AArABr
CC1C(CN)N1C,-1528.71,62.884976946147994,AArA{AD}DrA
OC1CCC1O,-1356.07,53.22474148350419,BArAAArB
CN1CCC1,-1313.49,50.84213706969874,ADrAAAr
CC(C)(C)[CH][N]N,-1781.77,77.04519002641122,AA{A}{A}{AH}{D}D
OCc1ccno1,-1123.47,40.20938717041945,BAaraadbr
C=Cc1ccon1,-1314.33,50.889140068937735,A~Aaraabdr
CC(N)C(C)(C)O,-1871.07,82.04205649312861,AA{D}A{A}{A}B
C=C(CN)OC=O,-1670.67,70.82848381753884,A~A{AD}BA~B
[CH2][N]NCCOC,-1562.66,64.78468149872421,{AHs}{D}DAABA
CN[N][CH]C1CO1,-1423.22,56.98218362505036,AD{D}{AH}ArABr
C#CC=CC=CC,-1615.95,67.7665741528269,A^AA~AA~AA
NCC1CCO1,-1418.68,56.72814360535387,DAArAABr
CC=CO[CH][N]N,-1439.4,57.887550919915846,AA~AB{AH}{D}D
CN(C)CC(N)=O,-1620.3,68.00998254174314,AD{A}AA{D}~B
C=C(CN)C(C)O,-1720.72,73.62907918886253,A~A{AD}A{A}B
C=COC=CCN,-1721.15,73.65314024799679,A~ABA~AAD
C#CC(C#N)CC,-1495.81,61.044026142620524,A^AA{A^D}AA
CC(N)C1CC1O,-1718.24,73.49030842920453,AA{D}ArAArB
C#CC1CC(=O)O1,-1238.9,46.668382649178575,A^AArAA{~B}Br
